"gate_id","readiness_id","label","requirement_id","requirement_label","command","artifact_path","readiness_status","artifact_status","review_status","owner_action","required_env_summary","preconditions","acceptance_checks","redaction_boundary","does_not_prove","official_reference_ids"
"production_calibration_run","production_calibration","Production calibration run","run-command","Run proof command","npm run verify:production-calibration","docs/commercialization/production-calibration-proof-latest.json","env_file_complete_not_loaded","passed","owner_live_proof_required","Run the verifier command from the repo root only after the credential and precondition checks are true.","SUPABASE_URL or VITE_SUPABASE_URL; SUPABASE_ANON_KEY or VITE_SUPABASE_ANON_KEY","Approved migrations are applied to the target Supabase project.; The calibrate-ece Edge Function is deployed.; Function-level service-role secret is configured in Supabase, not committed locally.; Live APO logs and approved expert-assessment rows exist.","artifact status=passed; all artifact checks passed; evidenceSummary.method=apo_overall_vs_expert_assessments; evidenceSummary.ece is in [0,1]; expertAssessmentCount and predictionPairCount are positive; evidenceSummary.ownerEvidenceArchive has all calibration archive fields=true","Supabase service-role key, Supabase dashboard URLs, raw APO logs, respondent details, and non-public expert labels remain owner-held outside tracked files.","Scientific validity beyond the measured sample; Future model performance; Employment-decision validity","supabase-edge-function-secrets; github-actions-secrets"
"production_calibration_run","production_calibration","Production calibration run","artifact-review","Review generated artifact","npm run verify:production-calibration","docs/commercialization/production-calibration-proof-latest.json","env_file_complete_not_loaded","passed","owner_live_proof_required","Confirm the tracked proof artifact has status=passed and contains redacted metadata only.","SUPABASE_URL or VITE_SUPABASE_URL; SUPABASE_ANON_KEY or VITE_SUPABASE_ANON_KEY","Approved migrations are applied to the target Supabase project.; The calibrate-ece Edge Function is deployed.; Function-level service-role secret is configured in Supabase, not committed locally.; Live APO logs and approved expert-assessment rows exist.","artifact status=passed; all artifact checks passed; evidenceSummary.method=apo_overall_vs_expert_assessments; evidenceSummary.ece is in [0,1]; expertAssessmentCount and predictionPairCount are positive; evidenceSummary.ownerEvidenceArchive has all calibration archive fields=true","Supabase service-role key, Supabase dashboard URLs, raw APO logs, respondent details, and non-public expert labels remain owner-held outside tracked files.","Scientific validity beyond the measured sample; Future model performance; Employment-decision validity","supabase-edge-function-secrets; github-actions-secrets"
"production_calibration_run","production_calibration","Production calibration run","archive-and-redaction","Owner-held archive and redaction policy","npm run verify:production-calibration","docs/commercialization/production-calibration-proof-latest.json","env_file_complete_not_loaded","passed","owner_live_proof_required","Confirm raw provider payloads, screenshots, exports, secrets, tokens, customer identifiers, hosted Stripe URLs, provider dashboard URLs, private profile URLs, and meeting/calendar links are retained owner-held outside git, and that the redacted artifact carries the required ownerEvidenceArchive policy fields.","SUPABASE_URL or VITE_SUPABASE_URL; SUPABASE_ANON_KEY or VITE_SUPABASE_ANON_KEY","Approved migrations are applied to the target Supabase project.; The calibrate-ece Edge Function is deployed.; Function-level service-role secret is configured in Supabase, not committed locally.; Live APO logs and approved expert-assessment rows exist.","artifact status=passed; all artifact checks passed; evidenceSummary.method=apo_overall_vs_expert_assessments; evidenceSummary.ece is in [0,1]; expertAssessmentCount and predictionPairCount are positive; evidenceSummary.ownerEvidenceArchive has all calibration archive fields=true","Supabase service-role key, Supabase dashboard URLs, raw APO logs, respondent details, and non-public expert labels remain owner-held outside tracked files.","Scientific validity beyond the measured sample; Future model performance; Employment-decision validity","supabase-edge-function-secrets; github-actions-secrets"
"production_calibration_run","production_calibration","Production calibration run","compose-live-evidence","Compose redacted live-gate evidence","npm run verify:production-calibration","docs/commercialization/production-calibration-proof-latest.json","env_file_complete_not_loaded","passed","owner_live_proof_required","Run the live-gate composer after all four proof artifacts pass.","SUPABASE_URL or VITE_SUPABASE_URL; SUPABASE_ANON_KEY or VITE_SUPABASE_ANON_KEY","Approved migrations are applied to the target Supabase project.; The calibrate-ece Edge Function is deployed.; Function-level service-role secret is configured in Supabase, not committed locally.; Live APO logs and approved expert-assessment rows exist.","artifact status=passed; all artifact checks passed; evidenceSummary.method=apo_overall_vs_expert_assessments; evidenceSummary.ece is in [0,1]; expertAssessmentCount and predictionPairCount are positive; evidenceSummary.ownerEvidenceArchive has all calibration archive fields=true","Supabase service-role key, Supabase dashboard URLs, raw APO logs, respondent details, and non-public expert labels remain owner-held outside tracked files.","Scientific validity beyond the measured sample; Future model performance; Employment-decision validity","supabase-edge-function-secrets; github-actions-secrets"
"production_calibration_run","production_calibration","Production calibration run","validate-live-evidence","Validate fail-closed live evidence","npm run verify:production-calibration","docs/commercialization/production-calibration-proof-latest.json","env_file_complete_not_loaded","passed","owner_live_proof_required","Compose partial redacted live-gate evidence for accepted proof artifacts, then use complete validation only after all live proof artifacts pass; keep raw proof outside git.","SUPABASE_URL or VITE_SUPABASE_URL; SUPABASE_ANON_KEY or VITE_SUPABASE_ANON_KEY","Approved migrations are applied to the target Supabase project.; The calibrate-ece Edge Function is deployed.; Function-level service-role secret is configured in Supabase, not committed locally.; Live APO logs and approved expert-assessment rows exist.","artifact status=passed; all artifact checks passed; evidenceSummary.method=apo_overall_vs_expert_assessments; evidenceSummary.ece is in [0,1]; expertAssessmentCount and predictionPairCount are positive; evidenceSummary.ownerEvidenceArchive has all calibration archive fields=true","Supabase service-role key, Supabase dashboard URLs, raw APO logs, respondent details, and non-public expert labels remain owner-held outside tracked files.","Scientific validity beyond the measured sample; Future model performance; Employment-decision validity","supabase-edge-function-secrets; github-actions-secrets"
"production_calibration_run","production_calibration","Production calibration run","claim-boundary","Claim boundary","npm run verify:production-calibration","docs/commercialization/production-calibration-proof-latest.json","env_file_complete_not_loaded","passed","owner_live_proof_required","Do not cite this gate beyond the explicit does-not-prove boundary.","SUPABASE_URL or VITE_SUPABASE_URL; SUPABASE_ANON_KEY or VITE_SUPABASE_ANON_KEY","Approved migrations are applied to the target Supabase project.; The calibrate-ece Edge Function is deployed.; Function-level service-role secret is configured in Supabase, not committed locally.; Live APO logs and approved expert-assessment rows exist.","artifact status=passed; all artifact checks passed; evidenceSummary.method=apo_overall_vs_expert_assessments; evidenceSummary.ece is in [0,1]; expertAssessmentCount and predictionPairCount are positive; evidenceSummary.ownerEvidenceArchive has all calibration archive fields=true","Supabase service-role key, Supabase dashboard URLs, raw APO logs, respondent details, and non-public expert labels remain owner-held outside tracked files.","Scientific validity beyond the measured sample; Future model performance; Employment-decision validity","supabase-edge-function-secrets; github-actions-secrets"
"authenticated_live_artifact_e2e","authenticated_live_artifact_e2e","Authenticated live artifact e2e","environment","Owner environment values","npm run verify:commercial-live-auth-e2e","docs/commercialization/live-auth-e2e-proof-latest.json","env_file_complete_not_loaded","passed","owner_live_proof_required","Provide or load the required local/CI secret names for this verifier without printing values.","SUPABASE_URL or VITE_SUPABASE_URL; SUPABASE_ANON_KEY or VITE_SUPABASE_ANON_KEY; LIVE_SUPABASE_TEST_USER_EMAIL; LIVE_SUPABASE_TEST_USER_PASSWORD","Dedicated synthetic Supabase Auth test user exists.; Target project has the proof-report artifact and deletion receipt schema/RPCs deployed.; The run uses synthetic data only.","artifact status=passed; all artifact checks passed; auth-sign-in check passed; redacted-artifact-create check passed; redacted-artifact-delete-receipt and readback checks passed; resume-analysis-delete-receipt check passed; evidenceSummary.ownerEvidenceArchive has all authenticated-artifact archive fields=true","Synthetic user credentials, auth tokens, Supabase dashboard URLs, raw resume text, stored artifact payloads, and receipt internals remain owner-held or redacted outside tracked files.","Payment proof; Malware scanning; Legal compliance; Provider-log deletion","supabase-edge-function-secrets; github-actions-secrets"
"authenticated_live_artifact_e2e","authenticated_live_artifact_e2e","Authenticated live artifact e2e","preconditions","External preconditions","npm run verify:commercial-live-auth-e2e","docs/commercialization/live-auth-e2e-proof-latest.json","env_file_complete_not_loaded","passed","owner_live_proof_required","Confirm target Stripe/Supabase state exists before running the verifier.","SUPABASE_URL or VITE_SUPABASE_URL; SUPABASE_ANON_KEY or VITE_SUPABASE_ANON_KEY; LIVE_SUPABASE_TEST_USER_EMAIL; LIVE_SUPABASE_TEST_USER_PASSWORD","Dedicated synthetic Supabase Auth test user exists.; Target project has the proof-report artifact and deletion receipt schema/RPCs deployed.; The run uses synthetic data only.","artifact status=passed; all artifact checks passed; auth-sign-in check passed; redacted-artifact-create check passed; redacted-artifact-delete-receipt and readback checks passed; resume-analysis-delete-receipt check passed; evidenceSummary.ownerEvidenceArchive has all authenticated-artifact archive fields=true","Synthetic user credentials, auth tokens, Supabase dashboard URLs, raw resume text, stored artifact payloads, and receipt internals remain owner-held or redacted outside tracked files.","Payment proof; Malware scanning; Legal compliance; Provider-log deletion","supabase-edge-function-secrets; github-actions-secrets"
"authenticated_live_artifact_e2e","authenticated_live_artifact_e2e","Authenticated live artifact e2e","run-command","Run proof command","npm run verify:commercial-live-auth-e2e","docs/commercialization/live-auth-e2e-proof-latest.json","env_file_complete_not_loaded","passed","owner_live_proof_required","Run the verifier command from the repo root only after the credential and precondition checks are true.","SUPABASE_URL or VITE_SUPABASE_URL; SUPABASE_ANON_KEY or VITE_SUPABASE_ANON_KEY; LIVE_SUPABASE_TEST_USER_EMAIL; LIVE_SUPABASE_TEST_USER_PASSWORD","Dedicated synthetic Supabase Auth test user exists.; Target project has the proof-report artifact and deletion receipt schema/RPCs deployed.; The run uses synthetic data only.","artifact status=passed; all artifact checks passed; auth-sign-in check passed; redacted-artifact-create check passed; redacted-artifact-delete-receipt and readback checks passed; resume-analysis-delete-receipt check passed; evidenceSummary.ownerEvidenceArchive has all authenticated-artifact archive fields=true","Synthetic user credentials, auth tokens, Supabase dashboard URLs, raw resume text, stored artifact payloads, and receipt internals remain owner-held or redacted outside tracked files.","Payment proof; Malware scanning; Legal compliance; Provider-log deletion","supabase-edge-function-secrets; github-actions-secrets"
"authenticated_live_artifact_e2e","authenticated_live_artifact_e2e","Authenticated live artifact e2e","artifact-review","Review generated artifact","npm run verify:commercial-live-auth-e2e","docs/commercialization/live-auth-e2e-proof-latest.json","env_file_complete_not_loaded","passed","owner_live_proof_required","Confirm the tracked proof artifact has status=passed and contains redacted metadata only.","SUPABASE_URL or VITE_SUPABASE_URL; SUPABASE_ANON_KEY or VITE_SUPABASE_ANON_KEY; LIVE_SUPABASE_TEST_USER_EMAIL; LIVE_SUPABASE_TEST_USER_PASSWORD","Dedicated synthetic Supabase Auth test user exists.; Target project has the proof-report artifact and deletion receipt schema/RPCs deployed.; The run uses synthetic data only.","artifact status=passed; all artifact checks passed; auth-sign-in check passed; redacted-artifact-create check passed; redacted-artifact-delete-receipt and readback checks passed; resume-analysis-delete-receipt check passed; evidenceSummary.ownerEvidenceArchive has all authenticated-artifact archive fields=true","Synthetic user credentials, auth tokens, Supabase dashboard URLs, raw resume text, stored artifact payloads, and receipt internals remain owner-held or redacted outside tracked files.","Payment proof; Malware scanning; Legal compliance; Provider-log deletion","supabase-edge-function-secrets; github-actions-secrets"
"authenticated_live_artifact_e2e","authenticated_live_artifact_e2e","Authenticated live artifact e2e","archive-and-redaction","Owner-held archive and redaction policy","npm run verify:commercial-live-auth-e2e","docs/commercialization/live-auth-e2e-proof-latest.json","env_file_complete_not_loaded","passed","owner_live_proof_required","Confirm raw provider payloads, screenshots, exports, secrets, tokens, customer identifiers, hosted Stripe URLs, provider dashboard URLs, private profile URLs, and meeting/calendar links are retained owner-held outside git, and that the redacted artifact carries the required ownerEvidenceArchive policy fields.","SUPABASE_URL or VITE_SUPABASE_URL; SUPABASE_ANON_KEY or VITE_SUPABASE_ANON_KEY; LIVE_SUPABASE_TEST_USER_EMAIL; LIVE_SUPABASE_TEST_USER_PASSWORD","Dedicated synthetic Supabase Auth test user exists.; Target project has the proof-report artifact and deletion receipt schema/RPCs deployed.; The run uses synthetic data only.","artifact status=passed; all artifact checks passed; auth-sign-in check passed; redacted-artifact-create check passed; redacted-artifact-delete-receipt and readback checks passed; resume-analysis-delete-receipt check passed; evidenceSummary.ownerEvidenceArchive has all authenticated-artifact archive fields=true","Synthetic user credentials, auth tokens, Supabase dashboard URLs, raw resume text, stored artifact payloads, and receipt internals remain owner-held or redacted outside tracked files.","Payment proof; Malware scanning; Legal compliance; Provider-log deletion","supabase-edge-function-secrets; github-actions-secrets"
